,,Date,Year,Month,Day,Time,Latitude,Longitude,Material at Origin,Land Use at Origin,Size,"Suppressed 
by","Suppressing 
Agency",Facility Identification,Other Companies,Voltage,Equipment Involved With Ignition,Type,Was There an Outage,Date,Time,Suspected Initiating Event,"Equipment /Facility 
Failure","Contact From 
Object","Facility 
Contacted",Contributing Factor,Notes,EIR Number
1800,PG&E,6/22/2020,2020,6,22,13:27,38.52705999,-122.796269,Other,Herbaceous,0.25 - 10 Acres,Fire Agency,Windsor FD,103838589,Y,750,Conductor - Racked Secondary,Overhead,Y,6/22/2020,13:23,Contact from object,N.A.,Animal,Conductor - Racked Secondary,N.A.,,
660,PG&E,6/22/2020,2020,6,22,12:39,37.99761,-121.30255,Vegetation,Urban,3 meters - 0.25 Acres,Fire Agency,Stockton FD,102138709,Y,"12,000",Conductor - Secondary,Overhead,Y,6/22/2020,12:32,Contact from object,N.A.,Vegetation,Conductor - Secondary,N.A.,,EI200622B
651,PG&E,6/22/2020,2020,6,22,22:31,40.3491833,-124.0201733,Vegetation,Conifer Forest,0.25 - 10 Acres,Cal Fire,N.A.,Circuit ID: 192251102 ,Y,"12,000",Conductor - Primary,Overhead,Y,6/22/2020,22:24,Contact from object,N.A.,Vegetation,Conductor - Primary,N.A.,,
648,PG&E,6/22/2020,2020,6,22,21:10,35.21533,-119.391184,Other,Urban,1 meter - < 3 meters,Customer,N.A.,CircuitID: 252441104,Y,"12,000",Service Drop,Overhead,Y,6/22/2020,20:57,Equipment - PG&E,Conductor failure-all,N.A.,N.A.,N.A.,,
644,PG&E,6/22/2020,2020,6,22,15:14,36.7869556,-120.370641,Other,Agriculture,0.25 - 10 Acres,Fire Agency,Firebaugh FD,Pole ID: 103900777,Y,"12,000",Pole,Overhead,Y,6/22/2020,14:47,Equipment - PG&E,Pole failure,N.A.,N.A.,N.A.,,
641,PG&E,6/22/2020,2020,6,22,13:59,37.3683683,-120.49432,Vegetation,Agriculture,0.25 - 10 Acres,Cal Fire,N.A.,Pole ID:101013271,Y,"12,000",Fuse,Overhead,Y,6/22/2020,13:57,Contact from object,N.A.,Animal,Fuse,N.A.,,
640,PG&E,6/22/2020,2020,6,22,7:09,38.9263433,-121.4203733,Other,Herbaceous,0.25 - 10 Acres,Cal Fire,Cal Fire Grass Valley,"Pole ID: 100034761, Circuit ID: ",Y,"12,000",Conductor - Primary,Overhead,Y,6/22/2020,7:07,Contact from object,N.A.,Animal,Conductor - Primary,N.A.,,
1801,PG&E,6/22/2020,2020,6,22,6:21,35.33965,-119.151249,Other,Agriculture,Unknown,Fire Agency,Kern County FD,100240427,Unknown,"21,000",Pole,Overhead,N,N.A.,N.A.,Contact from object,N.A.,Animal,Pole,N.A.,"Unknown whether meets reportability threshold, but confirmed to be attributable to PG&E.",
1714,PG&E,6/21/2020,2020,6,21,21:30,37.683655,-122.480609,Building,Urban,Structure Only,Fire Agency,North County Fire Authority,Meter: 1005040526,N,750,Conductor - Underground Service,Underground,N,N.A.,N.A.,Equipment - PG&E,Conductor failure-all,N.A.,N.A.,N.A.,,EI200621A
638,PG&E,6/21/2020,2020,6,21,23:49,35.616105,-119.6173517,Other,Rural,3 meters - 0.25 Acres,Self Extinguished,N.A.,Circuit ID: 254202104,Y,"21,000",Conductor - Primary,Overhead,Y,6/21/2020,23:04,Contact from object,N.A.,Animal,Conductor - Primary,N.A.,,
636,PG&E,6/21/2020,2020,6,21,18:04,37.326397,-121.840241,Other,Urban,3 meters - 0.25 Acres,Fire Agency,San Jose FD,Circuit ID: 082012102,Y,"21,000",Conductor - Secondary,Overhead,Y,6/21/2020,18:03,Equipment - PG&E,Conductor failure-all,N.A.,N.A.,N.A.,,
635,PG&E,6/21/2020,2020,6,21,17:32,36.86319,-121.49112,Other,Rural,10 - 100 Acres,Cal Fire,N.A.,Circuit ID: 182742102,N,"21,000",Conductor - Primary,Overhead,Y,6/21/2020,17:04,Contact from object,N.A.,Balloon,Conductor - Primary,N.A.,,
632,PG&E,6/21/2020,2020,6,21,8:38,36.8058467,-121.3752567,Other,Urban,1 meter - < 3 meters,Fire Agency,Hollister FD,Circuit ID: 183221111,Y,"12,000",Fuse,Overhead,N,N.A.,N.A.,Contact from object,N.A.,Animal,Fuse,N.A.,,
629,PG&E,6/20/2020,2020,6,20,17:24,39.364965,-121.5511483,Other,Wetland,10 - 100 Acres,Cal Fire,N.A.,Pole ID: 100414748 CircuitID: 103211101,Y,"12,000",Splice/Clamp/Connector,Overhead,N,N.A.,N.A.,Equipment - PG&E,Splice/Clamp/Connector,N.A.,N.A.,N.A.,,
628,PG&E,6/20/2020,2020,6,20,17:00,36.5230383,-121.4648383,Other,Rural,1 meter - < 3 meters,Fire Agency,Gonzalez FD,Circuit ID: 182131104,Y,"12,000",Jumper,Overhead,Y,6/20/2020,16:58,Equipment - PG&E,#N/A,N.A.,N.A.,N.A.,,
627,PG&E,6/20/2020,2020,6,20,11:42,37.71164,-120.19279,Other,Rural,3 meters - 0.25 Acres,Cal Fire,N.A.,Circuit ID: 252192105,N,"21,000",Splice/Clamp/Connector,Overhead,Y,6/20/2020,11:32,Equipment - PG&E,Riser Failure,N.A.,N.A.,N.A.,,
622,PG&E,6/19/2020,2020,6,19,11:49,38.788705,-121.721896,Vegetation,Herbaceous,3 meters - 0.25 Acres,Fire Agency,Woodland FD,GCG 220797240867,N,"12,000",Splice/Clamp/Connector,Overhead,N,N.A.,N.A.,Equipment - PG&E,Transformer failure,N.A.,N.A.,N.A.,,
621,PG&E,6/19/2020,2020,6,19,11:58,39.48897537,-121.5511424,Other,Urban,1 meter - < 3 meters,Fire Agency,Oroville FD,Recloser: 41270,Y,"12,000",Recloser,Overhead,N,N.A.,N.A.,Contact from object,N.A.,Animal,Recloser,N.A.,,
620,PG&E,6/19/2020,2020,6,19,9:16,38.903645,-121.413945,Vegetation,Agriculture,3 meters - 0.25 Acres,Unknown,N.A.,Pole ID: 100042731,Y,"12,000",Splice/Clamp/Connector,Overhead,Y,6/19/2020,9:14,Equipment - PG&E,Splice/Clamp/Connector,N.A.,N.A.,N.A.,,
618,PG&E,6/19/2020,2020,6,19,4:37,38.418073,-120.822241,Vegetation,Hardwood Woodland,0.25 - 10 Acres,Fire Agency,Amador FD,Circuit ID: 163541101,N,"12,000",Conductor - Primary,Overhead,Y,6/19/2020,4:30,Contact from object,N.A.,Vegetation,Conductor - Primary,N.A.,,
614,PG&E,6/18/2020,2020,6,18,18:17,38.368748,-122.410059,Vegetation,Hardwood Woodland,3 meters - 0.25 Acres,Cal Fire,N.A.,Circuit ID: 043292103,Y,"21,000",Conductor - Primary,Overhead,Y,6/18/2020,16:51,Contact from object,N.A.,Vegetation,Conductor - Primary,N.A.,,
611,PG&E,6/18/2020,2020,6,18,16:06,38.890379,-121.353602,Other,Herbaceous,10 - 100 Acres,Cal Fire,N.A.,CircuitID: 153701105 Fuse: 8331,Y,"12,000",Conductor - Primary,Overhead,Y,6/18/2020,15:51,Contact from object,N.A.,Animal,Conductor - Primary,N.A.,,
610,PG&E,6/18/2020,2020,6,18,14:26,37.4633446,-121.8680333,Vegetation,Urban,1 meter - < 3 meters,Fire Agency,Milpitas FD,Circuit ID: 082831105 at Pole ID: 100619787,N,"12,000",Service Drop,Overhead,Y,6/18/2020,14:25,Contact from object,N.A.,Vehicle,Service Drop,N.A.,,
608,PG&E,6/18/2020,2020,6,18,6:01,38.34046,-120.717496,Vegetation,Hardwood Woodland,0.25 - 10 Acres,Cal Fire,N.A.,Circuit ID: 162161101 ,Y,"12,000",Conductor - Primary,Overhead,Y,6/18/2020,6:04,Contact from object,N.A.,Vegetation,Conductor - Primary,N.A.,,
603,PG&E,6/17/2020,2020,6,17,12:55,39.13086,-121.5519267,Vegetation,Urban,3 meters - 0.25 Acres,Customer,N.A.,Circuit ID: 152011108,Y,750,Service Drop,Overhead,Y,6/17/2020,12:51,Contact from object,N.A.,Vegetation,Service Drop,N.A.,,
601,PG&E,6/17/2020,2020,6,17,11:19,38.9663817,-122.62668,Other,Urban,1 meter - < 3 meters,Customer,N.A.,Circuit ID: 043361102 Transformer: 218221047384,Y,"12,000",Conductor - Secondary,Underground,Y,6/17/2020,11:14,Equipment - PG&E,Riser Failure,N.A.,N.A.,N.A.,,
1595,PG&E,6/16/2020,2020,6,16,11:58,38.556813,-122.45442,Vegetation,Conifer Forest,3 meters - 0.25 Acres,Cal Fire,N.A.,"Circuit ID: 043432104, SAP ID: 103160535",Y,750,Service Drop,Overhead,Y,6/16/2020,11:57,Contact from object,N.A.,Vegetation,Service Drop,N.A.,,
594,PG&E,6/16/2020,2020,6,16,15:49,39.1254486,-122.995017,Vegetation,Rural,3 meters - 0.25 Acres,Cal Fire,N.A.,Circuit ID: 042871101,Y,"12,000",Conductor - Primary,Overhead,Y,6/16/2020,13:36,Contact from object,N.A.,Vegetation,Conductor - Primary,N.A.,,
590,PG&E,6/15/2020,2020,6,15,15:38,38.8527,-121.1774967,Vegetation,Urban,1 meter - < 3 meters,Fire Agency,Penryn FD,CGC: 222344443296 ,N,"12,000",Transformer,Overhead,Y,6/15/2020,15:37,Contact from object,N.A.,Animal,Transformer,N.A.,,
589,PG&E,6/15/2020,2020,6,15,10:49,35.009211,-119.067499,Other,Herbaceous,10 - 100 Acres,Fire Agency,Kern County FD,Circuit ID: 253411106 ,N,"12,000",Conductor - Primary,Overhead,Y,6/15/2020,8:01,Contact from object,N.A.,Other,Conductor - Primary,Outside Force,Kite made contact with overhea primary circuit.,
1803,PG&E,6/15/2020,2020,6,15,9:56,35.00923742,-119.0676493,Other,Herbaceous,Unknown,Utility - PG&E,PG&E Employee,100221433,Unknown,"12,000",Conductor - Primary,Overhead,Y,6/15/2020,5:55,Contact from object,N.A.,Other,Conductor - Primary,N.A.,"Unknown whether meets reportability threshold, but confirmed to be attributable to PG&E.",
585,PG&E,6/14/2020,2020,6,14,12:51,34.635842,-120.28179,Vegetation,Rural,100+ Acres,Fire Agency,Santa Barbara County FD,Circuit ID: 183041101,N,"12,000",Conductor - Primary,Overhead,Y,6/14/2020,12:39,Equipment - PG&E,Pole failure,N.A.,N.A.,N.A.,,EI200614A
584,PG&E,6/13/2020,2020,6,13,17:46,38.794292,-123.022498,Vegetation,Urban,3 meters - 0.25 Acres,Customer,N.A.,Circuit ID: 042821101 ,Y,"12,000",Conductor - Racked Secondary,Overhead,Y,6/13/2020,17:36,Equipment - PG&E,#N/A,N.A.,N.A.,N.A.,,
583,PG&E,6/13/2020,2020,6,13,8:28,37.64858857,-121.7208808,Other,Rural,3 meters - 0.25 Acres,Fire Agency,Livermore FD,Circuit ID: 013751102 Pole ID: 100953822,Y,"12,000",Conductor - Primary,Overhead,Y,6/13/2020,8:24,Equipment - PG&E,Conductor failure-all,N.A.,N.A.,N.A.,,
582,PG&E,6/13/2020,2020,6,13,6:59,35.493034,-120.213192,Other,Rural,0.25 - 10 Acres,Cal Fire,N.A.,Pole: 101939254 Circuit ID: 182562102,Y,"21,000",Jumper,Overhead,N,N.A.,N.A.,Equipment - PG&E,Capacitor bank failure,N.A.,N.A.,N.A.,,
580,PG&E,6/12/2020,2020,6,12,18:04,36.5850967,-119.4575533,Vegetation,Urban,1 meter - < 3 meters,Self Extinguished,N.A.,Circuit ID: 254531107,Y,"12,000",Conductor - Primary,Overhead,Y,6/12/2020,17:54,Contact from object,N.A.,Vegetation,Conductor - Primary,N.A.,,
579,PG&E,6/12/2020,2020,6,12,14:55,40.502638,-122.451295,Vegetation,Rural,0.25 - 10 Acres,Cal Fire,N.A.,Circuit ID: 103401101,Y,"12,000",Conductor - Secondary,Overhead,N,N.A.,N.A.,Contact from object,N.A.,Vegetation,Conductor - Secondary,N.A.,,
578,PG&E,6/12/2020,2020,6,12,12:29,37.185929,-120.590043,Other,Herbaceous,0.25 - 10 Acres,Fire Agency,Merced FD,R5418,Y,"12,000",Voltage Regulator,Overhead,Y,6/12/2020,13:11,Equipment - PG&E,Voltage Regulator failure,N.A.,N.A.,N.A.,,
575,PG&E,6/11/2020,2020,6,11,19:58,35.070022,-119.13069,Vegetation,Urban,3 meters - 0.25 Acres,Fire Agency,Kern County FD,Circuit ID: 253411103 ,Y,"12,000",Splice/Clamp/Connector,Overhead,Y,6/11/2020,19:51,Equipment - PG&E,Splice/Clamp/Connector,N.A.,N.A.,N.A.,,EI200611A
571,PG&E,6/11/2020,2020,6,11,10:49,39.9073717,-122.0857383,Vegetation,Agriculture,3 meters - 0.25 Acres,Cal Fire,N.A.,Pole ID: 101501232,Y,"12,000",Guy/Span Wire,Overhead,Y,6/11/2020,10:36,Contact from object,N.A.,Vehicle,Guy/Span Wire,N.A.,,
570,PG&E,6/11/2020,2020,6,11,8:11,36.4391633,-119.4258167,Vegetation,Rural,3 meters - 0.25 Acres,Self Extinguished,N.A.,Circuit ID: 254091105,N,"12,000",Pole,Overhead,Y,6/11/2020,7:55,Equipment - PG&E,Pole failure,N.A.,N.A.,N.A.,,
1594,PG&E,6/10/2020,2020,6,10,16:15,38.584383,-122.6612,Vegetation,Hardwood Forest,0.25 - 10 Acres,Cal Fire,N.A.,"Circuit ID: 042711101, SAP ID: 102220153",Y,"12,000",Conductor - Primary,Overhead,Y,6/10/2020,16:10,Contact from object,N.A.,Vegetation,Conductor - Primary,N.A.,,
1593,PG&E,6/10/2020,2020,6,10,13:09,38.546235,-122.350067,Vegetation,Hardwood Forest,0.25 - 10 Acres,Cal Fire,N.A.,"Circuit ID: 043432104, SAP ID: 102262620, 102262624, 102262626",Y,"12,000",Conductor - Primary,Overhead,Y,6/10/2020,12:30,Contact from object,N.A.,Vegetation,Conductor - Primary,N.A.,,
569,PG&E,6/10/2020,2020,6,10,23:59,37.76458,-121.58447,Other,Rural,0.25 - 10 Acres,Cal Fire,N.A.,"Circuit ID: 163741102, Pole ID: 102051395",Y,"12,000",Conductor - Primary,Overhead,Y,6/10/2020,23:46,Contact from object,N.A.,Balloon,Conductor - Primary,N.A.,,
567,PG&E,6/10/2020,2020,6,10,16:51,38.5896467,-121.714125,Vegetation,Agriculture,1 meter - < 3 meters,Fire Agency,Davis FD,R698,Y,"12,000",Voltage Regulator,Overhead,Y,6/10/2020,17:12,Equipment - PG&E,Voltage Regulator failure,N.A.,N.A.,N.A.,,
563,PG&E,6/10/2020,2020,6,10,5:31,37.4251283,-119.9579783,Vegetation,Hardwood Forest,1 meter - < 3 meters,Cal Fire,N.A.,254452102,N,"21,000",Conductor - Primary,Overhead,Y,6/10/2020,5:29,Contact from object,N.A.,Animal,Conductor - Primary,N.A.,,
555,PG&E,6/9/2020,2020,6,9,14:18,37.9993567,-121.225005,Vegetation,Urban,3 meters - 0.25 Acres,Fire Agency,Morada FD,Pole ID: 102134997,Y,750,Splice/Clamp/Connector,Overhead,N,N.A.,N.A.,Equipment - PG&E,Splice/Clamp/Connector,N.A.,N.A.,N.A.,,
542,PG&E,6/8/2020,2020,6,8,9:37,38.3075383,-122.496105,Vegetation,Urban,3 meters - 0.25 Acres,Fire Agency,Sonoma FD,Circuit ID: 042721104,Y,"12,000",Conductor - Secondary,Overhead,N,N.A.,N.A.,Contact from object,N.A.,Vehicle,Conductor - Secondary,N.A.,,
541,PG&E,6/8/2020,2020,6,8,9:23,37.316136,-120.45576,Vegetation,Urban,3 meters - 0.25 Acres,Fire Agency,Merced FD,Circuit ID: 252802101,Y,750,Conductor - Open Wire Secondary,Overhead,Y,6/8/2020,9:45,Weather,Conductor failure-all,N.A.,N.A.,Weather,High Winds,
540,PG&E,6/7/2020,2020,6,7,22:32,38.376731,-122.813684,Vegetation,Hardwood Forest,3 meters - 0.25 Acres,Fire Agency,Goldridge Fire Department,Circuit ID:042571104,Y,"12,000",Conductor - Primary,Overhead,Y,6/7/2020,21:58,Contact from object,N.A.,Vegetation,Conductor - Primary,N.A.,,
537,PG&E,6/7/2020,2020,6,7,16:38,38.832393,-123.623317,Vegetation,Hardwood Forest,0.25 - 10 Acres,Fire Agency,South Coast FD,Circuit ID: 042841112,N,"12,000",Conductor - Primary,Overhead,Y,6/7/2020,16:29,Contact from object,N.A.,Vegetation,Conductor - Primary,N.A.,,
533,PG&E,6/7/2020,2020,6,7,11:58,36.279888,-121.088573,Vegetation,Herbaceous,100+ Acres,Cal Fire,N.A.,Pole ID: 101729281,N,"12,000",Tie Wire,Overhead,Y,6/7/2020,11:48,Equipment - PG&E,#N/A,N.A.,N.A.,N.A.,,
528,PG&E,6/6/2020,2020,6,6,19:41,38.17726434,-121.3993204,Vegetation,Rural,3 meters - 0.25 Acres,Fire Agency,Thornton FD,Circuit ID: 163021103,Y,"12,000",Conductor - Racked Secondary,Overhead,N,N.A.,N.A.,Weather,Conductor failure-all,N.A.,N.A.,Weather,High Winds,
527,PG&E,6/6/2020,2020,6,6,19:07,38.26603999,-121.60146,Vegetation,Rural,3 meters - 0.25 Acres,Fire Agency,Courtland FD,Circuit ID: 062462227,Y,"21,000",Conductor - Primary,Overhead,Y,6/6/2020,18:16,Contact from object,N.A.,Vegetation,Conductor - Primary,N.A.,,
526,PG&E,6/6/2020,2020,6,6,18:18,38.6720617,-121.8998033,Vegetation,Agriculture,1 meter - < 3 meters,Fire Agency,Yolo County Fire Department,Circuit ID: 063171103,Y,"12,000",Jumper,Overhead,Y,6/6/2020,17:35,Contact from object,N.A.,Vegetation,Jumper,N.A.,,
525,PG&E,6/6/2020,2020,6,6,15:30,34.636858,-120.024907,Vegetation,Herbaceous,10 - 100 Acres,Fire Agency,Santa Barbara County FD,182721104,Y,"12,000",Conductor - Primary,Overhead,Y,6/6/2020,15:12,Contact from object,N.A.,Vegetation,Conductor - Primary,N.A.,,
524,PG&E,6/6/2020,2020,6,6,15:12,38.438555,-122.732313,Vegetation,Urban,1 meter - < 3 meters,Fire Agency,Santa Rosa FD,Circuit ID: 042151106,Y,"12,000",Conductor - Secondary,Overhead,N,N.A.,N.A.,Contact from object,N.A.,Vegetation,Conductor - Secondary,N.A.,,
1592,PG&E,6/4/2020,2020,6,4,14:45,38.716732,-121.751975,Vegetation,Agriculture,3 meters - 0.25 Acres,Fire Agency,Woodland FD,Circuit ID: 062031108,N,"12,000",Conductor - Primary,Overhead,Y,6/4/2020,14:41,Contact from object,N.A.,Vegetation,Conductor - Primary,N.A.,,
519,PG&E,6/4/2020,2020,6,4,18:19,38.170155,-120.6673317,Other,Urban,3 meters - 0.25 Acres,Cal Fire,N.A.,Reg A: 41023521,N,"60,000",Voltage Regulator,Padmounted,Y,6/4/2020,18:01,Equipment - PG&E,Voltage Regulator failure,N.A.,N.A.,N.A.,,EI200604A
517,PG&E,6/4/2020,2020,6,4,19:50,37.28539045,-121.9255112,Other,Urban,1 meter - < 3 meters,Fire Agency,Santa Clara FD,Circuit ID: 082921104 ,Y,750,Conductor - Secondary,Overhead,Y,6/4/2020,19:46,Equipment - PG&E,Conductor failure-all,N.A.,N.A.,N.A.,,
516,PG&E,6/4/2020,2020,6,4,18:18,37.79209,-121.201769,Vegetation,Urban,3 meters - 0.25 Acres,Fire Agency,Manteca FD,Pole ID: 103177192,Y,"17,000",Crossarm,Overhead,Y,6/4/2020,19:05,Equipment - PG&E,Crossarm failure,N.A.,N.A.,N.A.,,
514,PG&E,6/4/2020,2020,6,4,9:26,37.71535791,-122.1508387,Vegetation,Urban,3 meters - 0.25 Acres,Fire Agency,Alameda County FD,CGC: 315227944676,Y,"12,000",Transformer,Overhead,Y,6/4/2020,9:19,Equipment - PG&E,Transformer failure,N.A.,N.A.,N.A.,,
513,PG&E,6/4/2020,2020,6,4,5:05,37.273723,-121.722422,Other,Herbaceous,10 - 100 Acres,Cal Fire,Cal Fire/Santa Clara County FD/San Jose FD,"Circuit: TESLA-METCALF-500kV Conductor, Tower: 40587595",N,"500,000",Conductor - Transmission,Overhead,N,N.A.,N.A.,Contact from object,N.A.,Balloon,Conductor - Transmission,N.A.,,EI200604B
508,PG&E,6/3/2020,2020,6,3,14:55,37.34903615,-122.105285,Other,Urban,3 meters - 0.25 Acres,Fire Agency,Los Altos FD,Circuit ID: 082161102,Y,"12,000",Splice/Clamp/Connector,Overhead,N,N.A.,N.A.,Equipment - PG&E,Splice/Clamp/Connector,N.A.,N.A.,N.A.,,
507,PG&E,6/3/2020,2020,6,3,14:35,38.1321933,-121.1425133,Other,Rural,0.25 - 10 Acres,Fire Agency,Stockton FD,"Circuit ID: 163682102 Pole ID:102079114, 102079112,102079107, 102079078, 102079096 Transformers: 318155059490, 318151059407, 318155259620",Y,"21,000",Conductor - Primary,Overhead,Y,6/3/2020,14:21,Contact from object,N.A.,Vehicle,Conductor - Primary,N.A.,,
505,PG&E,6/3/2020,2020,6,3,10:35,35.5724317,-119.3569667,Vegetation,Agriculture,3 meters - 0.25 Acres,Fire Agency,Kern County FD,Pole ID: 100123689,N,"12,000",Guy/Span Wire,Overhead,Y,6/3/2020,10:19,Contact from object,N.A.,Vehicle,Guy/Span Wire,N.A.,,
503,PG&E,6/3/2020,2020,6,3,6:58,35.1945633,-118.7644567,Other,Herbaceous,0.25 - 10 Acres,Fire Agency,Arvin FD,L420,N,"12,000",Capacitor Bank,Overhead,N,N.A.,N.A.,Contact from object,N.A.,Animal,Capacitor Bank,N.A.,,
502,PG&E,6/2/2020,2020,6,2,21:07,36.6401633,-119.3881933,Vegetation,Agriculture,3 meters - 0.25 Acres,Cal Fire,N.A.,"Circuit ID: 252341106, SAP ID: 100738071",Y,"12,000",Conductor - Primary,Overhead,Y,6/2/2020,20:55,Contact from object,N.A.,Vegetation,Conductor - Primary,N.A.,,
498,PG&E,6/2/2020,2020,6,2,15:50,36.31360124,-119.7639947,Vegetation,Agriculture,3 meters - 0.25 Acres,Fire Agency,Kings County FD,217C,N,"12,000",Capacitor Bank,Overhead,Y,6/2/2020,15:48,Equipment - PG&E,Capacitor bank failure,N.A.,N.A.,N.A.,,
497,PG&E,6/2/2020,2020,6,2,13:58,38.3242217,-122.0206517,Other,Herbaceous,0.25 - 10 Acres,Cal Fire,N.A.,Vaca-Vacaville-Jameson-North Tower near tower 010/076,N,"12,000",Pole,Overhead,N,N.A.,N.A.,Contact from object,N.A.,Other,Pole,Human Error,Airstrike,EI200602A
496,PG&E,6/2/2020,2020,6,2,11:49,37.599076,-122.041693,Other,Urban,3 meters - 0.25 Acres,Fire Agency,Alameda FD,CAP Bank: TV539,Y,"12,000",Capacitor Bank,Overhead,Y,6/2/2020,12:14,Equipment - PG&E,Capacitor bank failure,N.A.,N.A.,N.A.,,
495,PG&E,6/2/2020,2020,6,2,10:48,35.3878,-120.8227,Vegetation,Agriculture,1 meter - < 3 meters,Cal Fire,N.A.,Circuit ID 183011101,N,"12,000",Splice/Clamp/Connector,Overhead,Y,6/2/2020,10:29,Equipment - PG&E,Splice/Clamp/Connector,N.A.,N.A.,N.A.,,
1591,PG&E,6/1/2020,2020,6,1,17:53,39.30481764,-121.8504114,Vegetation,Hardwood Woodland,3 meters - 0.25 Acres,Fire Agency,Sutter County FD,Circuit ID: 153771104 ,N,"12,000",Conductor - Primary,Overhead,Y,6/1/2020,17:48,Contact from object,N.A.,Vegetation,Conductor - Primary,N.A.,,
491,PG&E,6/1/2020,2020,6,1,12:08,38.074838,-122.229464,Vegetation,Urban,0.25 - 10 Acres,Fire Agency,Vallejo FD,719,N,"12,000",Switch,Overhead,Y,6/1/2020,12:29,Equipment - PG&E,Switch failure,N.A.,N.A.,N.A.,,
478,PG&E,5/29/2020,2020,5,29,16:52,37.34520653,-121.9139068,Vegetation,Urban,10 - 100 Acres,Fire Agency,San Jose FD,Circuit ID: 082261116 and 082261117 ,Y,"12,000",Conductor - Primary,Overhead,Y,5/29/2020,16:40,Weather,Conductor failure-all,N.A.,N.A.,Weather,High Winds,
476,PG&E,5/29/2020,2020,5,29,17:52,35.530364,-118.97943,Other,Rural,100+ Acres,Fire Agency,Kern County FD,"Circuit: Vedder Tap 115kv Pole: 6/72, 4/61, 3/48",N,"21,000",Insulator,Overhead,Y,5/29/2020,17:14,Contact from object,N.A.,Animal,Insulator,N.A.,,
473,PG&E,5/29/2020,2020,5,29,11:41,35.609539,-120.625518,Vegetation,Herbaceous,0.25 - 10 Acres,Cal Fire,N.A.,"Pole ID: 101940022, GCG: 512198677918, Circuit ID: 183052109",N,"21,000",Pole,Overhead,Y,5/29/2020,11:28,Equipment - PG&E,Pole failure,N.A.,N.A.,N.A.,,
547,PG&E,5/28/2020,2020,5,28,12:47,37.5497633,-121.9810767,Vegetation,Urban,1 meter - < 3 meters,Fire Agency,Fremont FD,014351108 ,Y,"12,000",Conductor - Secondary,Underground,N,N.A.,N.A.,Contact from object,N.A.,Other,Conductor - Secondary,Human Error,Third party developer made contact and damaged underground conduit.,
492,PG&E,5/28/2020,2020,5,28,19:03,38.498617,-122.431599,Vegetation,Hardwood Forest,0.25 - 10 Acres,Cal Fire,N.A.,Circuit ID: 043432102 ,Y,"21,000",Conductor - Primary,Overhead,Y,5/28/2020,19:00,Contact from object,N.A.,Vegetation,Conductor - Primary,N.A.,,
468,PG&E,5/27/2020,2020,5,27,16:00,38.40330701,-122.040577,Vegetation,Hardwood Woodland,0.25 - 10 Acres,Fire Agency,Vacaville Fire Protection District,Pole ID: 103853743; Pole ID: 101666073,N,"12,000",Pole,Overhead,Y,5/27/2020,15:56,Contact from object,N.A.,Vegetation,Pole,N.A.,,
467,PG&E,5/27/2020,2020,5,27,15:46,38.471305,-120.979952,Vegetation,Shrub,0.25 - 10 Acres,Cal Fire,N.A.,Circuit ID: 163541101,Y,"12,000",Conductor - Primary,Overhead,Y,5/27/2020,16:08,Contact from object,N.A.,Vegetation,Conductor - Primary,N.A.,,
462,PG&E,5/27/2020,2020,5,27,0:58,39.0136917,-121.053185,Vegetation,Hardwood Forest,1 meter - < 3 meters,Fire Agency,Higgins FD,Circuit ID: 152691107,Y,"12,000",Conductor - Primary,Overhead,Y,5/27/2020,0:15,Contact from object,N.A.,Vegetation,Conductor - Primary,N.A.,,
457,PG&E,5/26/2020,2020,5,26,17:45,37.5288883,-121.9883433,Other,Urban,3 meters - 0.25 Acres,Fire Agency,Fremont FD,"Circuit ID: 12221106, SB 9129",Y,"12,000",Conductor - Primary,Overhead,Y,5/26/2020,17:42,Equipment - PG&E,Conductor failure-all,N.A.,N.A.,N.A.,,
456,PG&E,5/26/2020,2020,5,26,17:22,37.642372,-122.083426,Vegetation,Urban,3 meters - 0.25 Acres,Fire Agency,Alameda County FD,Pole ID: 100958943,Y,"12,000",Crossarm,Overhead,Y,5/26/2020,17:21,Equipment - PG&E,Conductor failure-all,N.A.,N.A.,N.A.,,
455,PG&E,5/26/2020,2020,5,26,15:59,37.509725,-121.95458,Vegetation,Urban,3 meters - 0.25 Acres,Fire Agency,Fremont FD,Circuit ID: 012222107,N,"21,000",Splice/Clamp/Connector,Underground,Y,5/26/2020,15:55,Equipment - PG&E,Splice/Clamp/Connector,N.A.,N.A.,N.A.,,
454,PG&E,5/26/2020,2020,5,26,14:24,36.514175,-119.277815,Vegetation,Agriculture,3 meters - 0.25 Acres,Self Extinguished,N.A.,GCG: 419185242990,N,"12,000",Transformer,Overhead,Y,5/26/2020,14:23,Equipment - PG&E,Transformer failure,N.A.,N.A.,N.A.,,
453,PG&E,5/26/2020,2020,5,26,13:09,36.66937,-119.736803,Vegetation,Urban,1 meter - < 3 meters,Customer,N.A.,"CGC: 417841248735, CGC: 417841248736,",N,"12,000",Transformer,Overhead,Y,5/26/2020,12:04,Equipment - PG&E,Transformer failure,N.A.,N.A.,N.A.,,
